id,lat,lon,rooms,bedrooms,bathrooms,surface_total,surface_covered,es_mensual,l1_Argentina,l1_Brasil,l1_Estados Unidos,l1_Uruguay,l2_Bs.As. G.B.A. Zona Norte,l2_Bs.As. G.B.A. Zona Oeste,l2_Bs.As. G.B.A. Zona Sur,l2_Buenos Aires Costa Atlántica,l2_Buenos Aires Interior,l2_Canelones,l2_Capital Federal,l2_Catamarca,l2_Chaco,l2_Chubut,l2_Colonia,l2_Corrientes,l2_Córdoba,l2_Entre Ríos,l2_Florida,l2_Formosa,l2_Jujuy,l2_La Pampa,l2_La Rioja,l2_Maldonado,l2_Maryland,l2_Mendoza,l2_Miami,l2_Michigan,l2_Misiones,l2_Montevideo,l2_Neuquén,l2_Pennsylvania,l2_Rocha,l2_Río Negro,l2_Salta,l2_San Juan,l2_San Luis,l2_Santa Catarina,l2_Santa Cruz,l2_Santa Fe,l2_Santiago Del Estero,l2_Tierra Del Fuego,l2_Tucumán,PROB
4pqsq3NGY+pTHfCD56ccgw==,-38.1104545,-57.5867073,-1.0,-1.0,1.0,527.8405683367065,240.45983488872938,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3895705521472393
V1Wp2Qh+98ZpRpfGaw039g==,-34.40818787,-58.61778259,4.0,-1.0,6.0,370.0,370.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9450297755382501
LWcFvRrRO8qVl2Y7nF5M2Q==,-38.0173680852,-57.5340516286,6.0,3.0,4.0,527.8405683367065,240.45983488872938,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8188976377952756
StcKlGlZFjIwhwaEFRXBAQ==,-34.448413,-58.554974,5.0,4.0,2.0,240.0,160.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4485294117647059
F9qYIrTJoV1jsBAJkYXwcw==,-34.4261468,-58.62329129999999,6.0,4.0,4.0,277.0,277.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9312581063553826
hIlZxSgmWWEDcxez5RaC2w==,-32.954556,-60.6761084,-1.0,3.0,2.0,283.0,283.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3895705521472393
AGbKU3ttkLzoZ19nWwWwYQ==,-34.636771029853726,-59.37843160735844,-1.0,4.0,2.0,527.8405683367065,270.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6298200514138818
llBUddE1I6AUjZAf9hAjcw==,-35.0405908,-58.4315204,-1.0,-1.0,-1.0,527.8405683367065,240.45983488872938,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3895705521472393
WYt+Mnj9CSwLvL+lJnuFgQ==,-34.4416479,-58.74874300000001,-1.0,4.0,4.0,350.0,320.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8218623481781376
m+39mqIY/pEUKMQI7CWayw==,-34.558241973499996,-59.0391696846,-1.0,4.0,3.0,527.8405683367065,380.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9450297755382501
OAqSEwQ08lkvUP9frbEnjw==,-34.60405720000001,-58.8611473,-1.0,-1.0,-1.0,527.8405683367065,240.45983488872938,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3895705521472393
bGBSTBBKbR0Gt7XbKI9PWQ==,-34.636771029853726,-59.37843160735844,5.0,4.0,3.0,527.8405683367065,240.45983488872938,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35260115606936415
WZ1iXzwSPdYUO4NP6Wp6DA==,-34.425087,-58.579658,7.0,5.0,6.501090329668866,842.0,341.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9450297755382501
wn8W5BZx+/bIF/2sLFn3EQ==,-34.41458,-58.58595500000001,3.0,2.0,2.0,160.0,160.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4485294117647059
HqWLblXRskqP+lvFv2EQOQ==,-34.4829667,-58.4946579,-1.0,5.0,6.501090329668866,1600.0,550.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9450297755382501
xM2SrcDomVKlWj3rf7xnoQ==,-34.8220993,-58.1809524,-1.0,-1.0,-1.0,527.8405683367065,240.45983488872938,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3895705521472393
VNaDmHd0nVTPdcetIUhDvA==,-34.66588,-58.47940500000001,5.0,4.0,4.0,304.0,246.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7237569060773481
EGmZuBgRjBST0TLicstuXg==,-34.426475,-58.58844200000001,5.0,-1.0,4.0,527.8405683367065,240.45983488872938,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889090909090909
w5i/7lgIYX6UHlBWuKcskw==,-34.6118885,-58.4137217,6.0,-1.0,4.0,400.0,350.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9450297755382501
Oux9szGjo4qyxtAaCZaQxA==,-34.7999243892,-58.160659646199996,5.0,-1.0,3.0,320.0,242.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5689655172413793
A41G9cDMM95ZAMp7XBob8Q==,-34.3760798633,-58.697589866,-1.0,3.0,4.0,246.0,204.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889090909090909
yQxQdDybLV1zDGluyJVwLA==,-34.5579023,-58.46883190000001,4.0,2.0,-1.0,527.8405683367065,240.45983488872938,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8905109489051095
1zkIEbdq9NoOnEuJUdCKJA==,-37.76967723,-57.63611371,-1.0,-1.0,1.0,527.8405683367065,240.45983488872938,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3895705521472393
YF6w0GOiusLeBWwtHcIzqA==,-34.60718,-58.41439,-1.0,15.28255434813443,5.0,640.0,420.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9450297755382501
7h9ye2f4KiLdhHuiCdkzIA==,-34.425087,-58.5796585,-1.0,3.0,4.0,262.0,222.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889090909090909
v+gx795TJV446aQ8bj19Ww==,-34.87883529999999,-58.0485433,-1.0,-1.0,4.0,527.8405683367065,240.45983488872938,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6397058823529411
5P8GbHgjtcUdIW2D2Ba62A==,-34.636771029853726,-59.37843160735844,4.0,3.0,3.0,300.0,300.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724907063197026
h+k5oCibwaqMT3f7Wa/wgA==,-34.636771029853726,-59.37843160735844,-1.0,-1.0,1.0,527.8405683367065,240.45983488872938,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8905109489051095
obznEyKPvdqjmYwLq9cYPQ==,-34.636771029853726,-59.37843160735844,7.0,4.0,3.0,527.8405683367065,240.45983488872938,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35260115606936415
Zx/X6hKkSQ2CT/NJ7RCbFA==,-34.625857399999994,-58.5911042,-1.0,-1.0,-1.0,527.8405683367065,240.45983488872938,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3895705521472393
Lod93htL/sq2Ay/NNN9n1Q==,-34.48073,-58.987285,6.0,-1.0,3.0,330.0,270.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724907063197026
6hSWHW6X/690u5DlBCIzKA==,-34.6269747432,-58.6878157442,5.0,4.0,4.0,527.8405683367065,240.45983488872938,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4049586776859504
8AbjV4fX/3FSAWvNOE7LmA==,-34.3998061,-58.6383452,7.0,5.0,4.0,360.0,280.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9312581063553826
SMstprwZscxbMSfGTs6fLQ==,-34.395683,-58.572467,7.0,5.0,2.0,5846.933031516787,150.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4485294117647059
fOihnc2yphe8LylHu0iWbw==,-34.6023171923,-58.63101032260001,6.0,4.0,4.0,527.8405683367065,240.45983488872938,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4049586776859504
YlSK1Sy6z4jKtV7zZh/bAQ==,-34.5206202,-58.481888100000006,4.0,3.0,2.0,527.8405683367065,240.45983488872938,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9574468085106383
Bz2zPagMTWurdMT6pAIPrQ==,-34.636771029853726,-59.37843160735844,-1.0,-1.0,1.0,527.8405683367065,240.45983488872938,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8905109489051095
+C99BoE7VlSUmGOQgNSMgA==,-33.08103,-68.46814,4.0,3.0,3.0,240.0,190.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8163265306122449
mUxBCYL1glendFZAYF6rJw==,-34.37748337,-58.70157242,4.0,-1.0,4.0,340.0,340.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9450297755382501
xn3C03U6TpTg3wDuJndjCA==,-38.0207055,-57.53714889999999,-1.0,-1.0,4.0,527.8405683367065,240.45983488872938,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8188976377952756
k6CjI8HzzeHPKmqN6TJ9TA==,-34.743795,-58.3981312,5.0,4.0,4.0,527.8405683367065,240.45983488872938,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7237569060773481
X4Pl5OLY7DR1jUGCEXNZ8A==,-37.9454859,-57.58349670000001,-1.0,-1.0,3.0,527.8405683367065,240.45983488872938,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
rXPOCJiAR50hwRbUnHuIfA==,-34.636771029853726,-59.37843160735844,-1.0,3.0,3.0,414.0,414.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9450297755382501
uYhsSZmUsGZ2ZmO5wGQqSw==,-34.8979808,-56.064563,-1.0,5.0,4.0,389.0,284.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9627329192546584
6zD3AzYVgVJCvuYYl+TyyQ==,-34.7671788,-58.40285,6.0,4.0,2.0,246.0,246.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3895705521472393
ZJ2Q5GN79KXXpRo6BW7bIA==,-32.94271851,-60.71993256,-1.0,-1.0,2.0,527.8405683367065,240.45983488872938,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3895705521472393
ppzCce1INFGGvQVamFckmg==,-34.6646042,-58.821032,4.0,-1.0,1.0,260.0,240.45983488872938,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3895705521472393
miXpWq95MSZCHR1e+Aakpg==,-34.636771029853726,-59.37843160735844,-1.0,-1.0,4.0,527.8405683367065,240.45983488872938,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375
cY7K2287QABWZZZ2LwmAaw==,-34.636771029853726,-59.37843160735844,-1.0,4.0,5.0,802.0,268.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8218623481781376
xRCn5T/+37/gZTTwkBj+2Q==,-34.40264511,-58.66847610000001,4.0,-1.0,4.0,210.0,210.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889090909090909
5TfcQd3aFDwhDYWNKno2PQ==,-34.636771029853726,-59.37843160735844,4.0,-1.0,2.0,170.0,240.45983488872938,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6298200514138818
89Z0PCORpf2BpYZORpgGMQ==,-34.3123011332,-58.7088393272,5.0,4.0,2.0,527.8405683367065,240.45983488872938,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6298200514138818
tAp52NpIfk9le5qKThq1TQ==,-34.8206359,-58.1716159,3.0,2.0,2.0,550.0,260.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3895705521472393
pAsNXv2O3NCQFIFnO1X3bg==,-32.9698702,-68.7969959,-1.0,-1.0,1.0,527.8405683367065,240.45983488872938,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3895705521472393
CoIiImaaMe6c5TC9Cc8Ezg==,-34.8000794186,-58.399091149499995,5.0,4.0,4.0,527.8405683367065,240.45983488872938,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7237569060773481
ZEV1qAgPbiPqSgSM3LsEJQ==,-34.4407897434,-58.935753991999995,-1.0,3.0,2.0,1000.0,240.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6298200514138818
zfy6ayzapWZJqNDF/qeSNg==,-34.636771029853726,-59.37843160735844,-1.0,4.0,2.0,808.0,270.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6298200514138818
FiTWPuKtun9KFvPEHL7PDQ==,-34.636771029853726,-59.37843160735844,5.0,4.0,3.0,240.0,190.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621414913957935
J65nU8nVEOd2MtdH8cDU8Q==,-34.4318505,-58.8261985,6.0,4.0,3.0,360.0,340.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9450297755382501
xWKjjSMaZpyW2UYo/r8Bbg==,-34.636771029853726,-59.37843160735844,-1.0,5.0,3.0,527.8405683367065,300.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8218623481781376
YBGvczhuTmMovhkBSRUPzg==,-34.9476716,-54.9409908,4.0,3.0,3.0,167.0,167.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5833333333333334
RKpBDv1+cDdkXOm/w9OzUg==,-34.636771029853726,-59.37843160735844,5.0,4.0,3.0,527.8405683367065,240.45983488872938,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35260115606936415
x5U91ReuLaErJtXRv9fKmA==,-34.43544769,-58.55865479,4.0,-1.0,1.0,165.0,165.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4485294117647059
jxrFezRkLc+IFG7j8MlVjA==,-24.7233798,-65.4221668,-1.0,-1.0,-1.0,527.8405683367065,240.45983488872938,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3895705521472393
BCJo133Opx3AbYOXmI2iDA==,-38.0735931,-57.5813772,-1.0,-1.0,-1.0,527.8405683367065,240.45983488872938,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3895705521472393
AE8YEy8x8XXiM4znqnPXYg==,-34.636771029853726,-59.37843160735844,-1.0,3.0,3.0,390.0,290.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8218623481781376
YfdfBnLxxCbRh/tSaBJ/WA==,-34.636771029853726,-59.37843160735844,-1.0,5.0,4.0,848.0,253.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8218623481781376
dJM+H2SgwbkpDK4tRLTTGA==,-34.44107819,-58.65267181,4.0,-1.0,4.0,377.0,281.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9312581063553826
T1Yp95OSTKc6NHj0MWdAuQ==,-34.40954310000001,-58.61439960000001,-1.0,5.0,6.501090329668866,1518.0,540.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9450297755382501
hhRfNmYLFabMR+wRo7ckEg==,-37.97727070000001,-57.5515434,-1.0,-1.0,1.0,527.8405683367065,240.45983488872938,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3895705521472393
jpiMJ63/bnWW/g+XV1B1/A==,-34.633055,-58.472579,6.0,4.0,2.0,233.0,300.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47058823529411764
2mVRxoHen1C2N/Lwdqvf1Q==,-34.6252549,-58.7451427,4.0,3.0,3.0,527.8405683367065,300.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724907063197026
/lborttsTxfU9K438f0APg==,-34.6808752,-58.5126797,-1.0,-1.0,-1.0,527.8405683367065,240.45983488872938,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3895705521472393
vrgAipUl+KAuTOh0iE9w7g==,-34.636771029853726,-59.37843160735844,7.398545525749032,-1.0,4.0,527.8405683367065,240.45983488872938,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375
PYwXvF5X24NQxvgPC/3A6Q==,-34.6276629608,-58.4082335174,-1.0,15.28255434813443,5.0,783.0,450.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9450297755382501
PTtVlxx0+bi9nN4ICKsXBQ==,-34.40993881,-58.67501831,3.0,-1.0,3.0,200.0,170.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6688311688311688
yBPG959v9NDr6Jd82dtxkQ==,-32.8914022,-60.6948053,-1.0,-1.0,-1.0,527.8405683367065,240.45983488872938,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3895705521472393
GRRZAb0Rx/qu2Ra5RGi/TA==,-34.4379713923,-58.653301230699995,-1.0,2.0,1.0,190.0,160.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4485294117647059
whGVz3OyyMih0qUrqMArIQ==,-31.3898735,-64.25748444,-1.0,-1.0,-1.0,527.8405683367065,240.45983488872938,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3895705521472393
ktF8iPIJwgy9GlGTGW5vQA==,-34.462615,-58.508816,7.0,6.0,-1.0,527.8405683367065,240.45983488872938,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8881118881118881
30xiu712JGo3t/7s/QlD0g==,-38.07616270000001,-57.56391230000001,2.0,1.0,1.0,527.8405683367065,240.45983488872938,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3895705521472393
PzfmJj04Qg3rajSjbNN6Xw==,-34.921943,-56.1566409,7.398545525749032,-1.0,3.0,320.0,270.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9627329192546584
UIY72oS+2pMrje6mJHZt+A==,-34.59472275,-58.44429016,4.0,-1.0,4.0,580.0,540.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9450297755382501
jEu6pH/kUHT6LdCeRfsDUw==,-34.636771029853726,-59.37843160735844,3.0,2.0,-1.0,527.8405683367065,240.45983488872938,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8905109489051095
